location,city,country,utc,local,latitude,longitude,no2,co,pm25,pm10,o3,unit,attribution
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T17:15:00.000Z,2020-03-17T22:45:00+05:30,28.6573814,77.1585447,50.29,2590,68.07,145.58,14.71,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T17:00:00.000Z,2020-03-17T22:30:00+05:30,28.6573814,77.1585447,52.46,2520,65.93,151.1,9.89,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T16:45:00.000Z,2020-03-17T22:15:00+05:30,28.6573814,77.1585447,54.03,2440,63.94,155.46,9.68,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T16:30:00.000Z,2020-03-17T22:00:00+05:30,28.6573814,77.1585447,54.97,2420,58.8,163.33,5.52,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T16:15:00.000Z,2020-03-17T21:45:00+05:30,28.6573814,77.1585447,57.08,2350,52.08,160.93,7.12,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T16:00:00.000Z,2020-03-17T21:30:00+05:30,28.6573814,77.1585447,58.77,2230,47.23,167.65,9.56,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T15:45:00.000Z,2020-03-17T21:15:00+05:30,28.6573814,77.1585447,57.81,2080,50.29,154.12,8.7,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T15:30:00.000Z,2020-03-17T21:00:00+05:30,28.6573814,77.1585447,57.75,1960,42.27,141.34,2.78,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T15:15:00.000Z,2020-03-17T20:45:00+05:30,28.6573814,77.1585447,56.19,1850,39.7,118.37,7.27,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T15:00:00.000Z,2020-03-17T20:30:00+05:30,28.6573814,77.1585447,59.84,1730,35.99,109.07,7.13,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T14:45:00.000Z,2020-03-17T20:15:00+05:30,28.6573814,77.1585447,56.52,1630,42.17,88.06,8.2,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T14:30:00.000Z,2020-03-17T20:00:00+05:30,28.6573814,77.1585447,57.6,1480,27.84,73.91,2.59,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T14:15:00.000Z,2020-03-17T19:45:00+05:30,28.6573814,77.1585447,59.52,1490,24.31,60.48,0.48,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T14:00:00.000Z,2020-03-17T19:30:00+05:30,28.6573814,77.1585447,50.91,1390,24.79,57.62,6.3,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T13:45:00.000Z,2020-03-17T19:15:00+05:30,28.6573814,77.1585447,40.6,1360,28.68,44.86,15.44,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T13:30:00.000Z,2020-03-17T19:00:00+05:30,28.6573814,77.1585447,34.23,1340,31.67,47.03,23.7,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T13:15:00.000Z,2020-03-17T18:45:00+05:30,28.6573814,77.1585447,27,1260,38.16,64.06,33.1,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T13:00:00.000Z,2020-03-17T18:30:00+05:30,28.6573814,77.1585447,25.54,1240,40.3,101.02,38.27,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T12:45:00.000Z,2020-03-17T18:15:00+05:30,28.6573814,77.1585447,26.85,1230,39.11,110.2,29.31,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T12:30:00.000Z,2020-03-17T18:00:00+05:30,28.6573814,77.1585447,22.68,1160,35.99,108.46,41.01,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T12:15:00.000Z,2020-03-17T17:45:00+05:30,28.6573814,77.1585447,21.88,1060,43.37,98.52,39.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T12:00:00.000Z,2020-03-17T17:30:00+05:30,28.6573814,77.1585447,19,1000,43.87,100.14,38.37,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T11:45:00.000Z,2020-03-17T17:15:00+05:30,28.6573814,77.1585447,20.83,1010,40.98,94.94,45.38,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T11:30:00.000Z,2020-03-17T17:00:00+05:30,28.6573814,77.1585447,20.24,1030,38.8,103.41,34.33,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T11:15:00.000Z,2020-03-17T16:45:00+05:30,28.6573814,77.1585447,18.36,990,47.27,110.25,40.63,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T11:00:00.000Z,2020-03-17T16:30:00+05:30,28.6573814,77.1585447,18.78,1030,54.14,116.76,38.9,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T10:45:00.000Z,2020-03-17T16:15:00+05:30,28.6573814,77.1585447,17.18,1070,59.35,124.35,44.78,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T10:15:00.000Z,2020-03-17T15:45:00+05:30,28.6573814,77.1585447,16.34,1060,65.2,143.91,46.47,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T10:00:00.000Z,2020-03-17T15:30:00+05:30,28.6573814,77.1585447,18.79,1050,61.75,132.49,38.12,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T09:45:00.000Z,2020-03-17T15:15:00+05:30,28.6573814,77.1585447,17.67,1070,60.85,130.67,43.29,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T09:30:00.000Z,2020-03-17T15:00:00+05:30,28.6573814,77.1585447,16.66,1070,54.62,123.43,41.63,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T09:15:00.000Z,2020-03-17T14:45:00+05:30,28.6573814,77.1585447,15.95,1100,49.78,112.24,31.85,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T09:00:00.000Z,2020-03-17T14:30:00+05:30,28.6573814,77.1585447,17.65,1090,41.38,94.96,31.42,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T08:45:00.000Z,2020-03-17T14:15:00+05:30,28.6573814,77.1585447,17.52,1130,32.06,86.26,35.65,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T08:30:00.000Z,2020-03-17T14:00:00+05:30,28.6573814,77.1585447,17.57,1130,22.31,87.76,31.23,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T08:15:00.000Z,2020-03-17T13:45:00+05:30,28.6573814,77.1585447,16.34,1130,24.85,89.23,38.74,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T08:00:00.000Z,2020-03-17T13:30:00+05:30,28.6573814,77.1585447,17.95,1190,36.07,84.76,29.14,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T07:45:00.000Z,2020-03-17T13:15:00+05:30,28.6573814,77.1585447,15.82,1250,41.58,78.99,34.99,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T07:30:00.000Z,2020-03-17T13:00:00+05:30,28.6573814,77.1585447,17.36,1240,37.65,69.42,34.3,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T07:15:00.000Z,2020-03-17T12:45:00+05:30,28.6573814,77.1585447,18.46,1230,32.61,69.65,28.74,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T07:00:00.000Z,2020-03-17T12:30:00+05:30,28.6573814,77.1585447,19.4,1260,19.57,69.65,36.45,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T06:45:00.000Z,2020-03-17T12:15:00+05:30,28.6573814,77.1585447,19.65,1260,19.92,70.14,21.98,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T06:30:00.000Z,2020-03-17T12:00:00+05:30,28.6573814,77.1585447,20.26,1310,19.92,81.47,25.25,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T06:15:00.000Z,2020-03-17T11:45:00+05:30,28.6573814,77.1585447,19.65,1320,19.92,74.01,27.31,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T06:00:00.000Z,2020-03-17T11:30:00+05:30,28.6573814,77.1585447,19.18,1290,16.96,68.15,20.24,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T05:45:00.000Z,2020-03-17T11:15:00+05:30,28.6573814,77.1585447,21.26,1310,47.28,403.77,19.38,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T05:15:00.000Z,2020-03-17T10:45:00+05:30,28.6573814,77.1585447,22.87,1390,137.09,611.56,23.61,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T05:00:00.000Z,2020-03-17T10:30:00+05:30,28.6573814,77.1585447,25.53,1360,104.04,280.28,20.62,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T04:45:00.000Z,2020-03-17T10:15:00+05:30,28.6573814,77.1585447,27.58,1390,51.98,121.63,18.57,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T04:30:00.000Z,2020-03-17T10:00:00+05:30,28.6573814,77.1585447,27.53,1420,56.24,146.87,13.48,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T04:15:00.000Z,2020-03-17T09:45:00+05:30,28.6573814,77.1585447,27.92,1410,48.23,152.69,13.97,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T04:00:00.000Z,2020-03-17T09:30:00+05:30,28.6573814,77.1585447,31.73,1410,41.59,142.02,12.13,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T03:45:00.000Z,2020-03-17T09:15:00+05:30,28.6573814,77.1585447,33.84,1340,42.9,149.94,8.56,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T03:30:00.000Z,2020-03-17T09:00:00+05:30,28.6573814,77.1585447,32.04,1380,61.27,163.23,10.85,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T03:15:00.000Z,2020-03-17T08:45:00+05:30,28.6573814,77.1585447,31.21,1410,76.45,182.88,11.16,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T03:00:00.000Z,2020-03-17T08:30:00+05:30,28.6573814,77.1585447,34.15,1410,89.3,204.46,9.1,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T02:45:00.000Z,2020-03-17T08:15:00+05:30,28.6573814,77.1585447,37.65,1410,88.05,227.4,9.15,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T02:30:00.000Z,2020-03-17T08:00:00+05:30,28.6573814,77.1585447,38.21,1360,95.73,233.53,4.86,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T02:15:00.000Z,2020-03-17T07:45:00+05:30,28.6573814,77.1585447,35.48,1400,93.31,239.72,7.52,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T02:00:00.000Z,2020-03-17T07:30:00+05:30,28.6573814,77.1585447,32.69,1330,96.24,226.73,4.62,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T01:45:00.000Z,2020-03-17T07:15:00+05:30,28.6573814,77.1585447,36.58,1340,99.05,197.14,9.7,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T01:30:00.000Z,2020-03-17T07:00:00+05:30,28.6573814,77.1585447,38.03,1320,96.81,170.12,3.84,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T01:15:00.000Z,2020-03-17T06:45:00+05:30,28.6573814,77.1585447,32.5,1260,80.38,157.02,7.41,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T01:00:00.000Z,2020-03-17T06:30:00+05:30,28.6573814,77.1585447,31.74,1270,66.97,131.62,5.24,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T00:45:00.000Z,2020-03-17T06:15:00+05:30,28.6573814,77.1585447,30.88,1290,58.99,109.41,14.11,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T00:30:00.000Z,2020-03-17T06:00:00+05:30,28.6573814,77.1585447,29.74,1290,54.63,92.87,6.47,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T00:15:00.000Z,2020-03-17T05:45:00+05:30,28.6573814,77.1585447,26.56,1260,58.23,91.9,8.69,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-17T00:00:00.000Z,2020-03-17T05:30:00+05:30,28.6573814,77.1585447,27.37,1350,70.82,106.25,2.08,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T23:45:00.000Z,2020-03-17T05:15:00+05:30,28.6573814,77.1585447,29.34,1430,70.48,121.48,0.95,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T23:30:00.000Z,2020-03-17T05:00:00+05:30,28.6573814,77.1585447,33.52,1460,61.36,122.09,12.64,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T23:15:00.000Z,2020-03-17T04:45:00+05:30,28.6573814,77.1585447,33.24,1470,51.64,117.97,8.17,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T23:00:00.000Z,2020-03-17T04:30:00+05:30,28.6573814,77.1585447,32.28,1470,46.72,109.09,9.64,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T22:45:00.000Z,2020-03-17T04:15:00+05:30,28.6573814,77.1585447,23.26,1460,44.95,105.51,3.26,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T22:30:00.000Z,2020-03-17T04:00:00+05:30,28.6573814,77.1585447,23.54,1510,51.13,103.29,7.86,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T22:15:00.000Z,2020-03-17T03:45:00+05:30,28.6573814,77.1585447,24.04,1530,53.35,96.28,5.68,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T22:00:00.000Z,2020-03-17T03:30:00+05:30,28.6573814,77.1585447,23.25,1580,50.32,91.91,8.64,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T21:45:00.000Z,2020-03-17T03:15:00+05:30,28.6573814,77.1585447,24.13,1610,48.94,93.06,3.74,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T21:30:00.000Z,2020-03-17T03:00:00+05:30,28.6573814,77.1585447,24.04,1640,51.81,113.17,6.36,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T21:15:00.000Z,2020-03-17T02:45:00+05:30,28.6573814,77.1585447,25.12,1670,65.8,118.27,8.44,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T21:00:00.000Z,2020-03-17T02:30:00+05:30,28.6573814,77.1585447,28.91,1710,69.51,104.67,10.13,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T18:45:00.000Z,2020-03-17T00:15:00+05:30,28.6573814,77.1585447,43.49,1930,108.02,223.6,10.77,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T18:30:00.000Z,2020-03-17T00:00:00+05:30,28.6573814,77.1585447,43.19,1940,106.58,228.73,6.78,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T18:15:00.000Z,2020-03-16T23:45:00+05:30,28.6573814,77.1585447,40.4,1960,103.13,219.41,10,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2020-03-16T18:00:00.000Z,2020-03-16T23:30:00+05:30,28.6573814,77.1585447,39.22,2030,87.96,220.71,6.87,µg/m³,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
